Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),base_road,condition,lat,lon
,NALSUZA,,,175.347,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5364691756944,91.6008813493055
,SODORPUR NOTUNBAZAR,,,175.511,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5375464945205,91.6019300027397
,DHAKA SHAISTAGANG HALIGAN,,,175.724,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5389682042168,91.603290539759
,SHADUGHAT,,,175.858,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5399200168181,91.6040706245454
,SHADARGHAT 1,,,176.024,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5413243013636,91.604426920909
,Kurorpur Bridge,,,176.411,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5447663515625,91.60503860625
,KUROR PUR BRIDGE,,,176.411,,,,,,,,,,,,,,,,,,,,,,N2,C,24.5447663515625,91.60503860625
,Bizrapar Bridge,,,176.818,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5483984198555,91.6055338144404
,BISRAPAR BRIDGE,,,176.818,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5483984198555,91.6055338144404
,VHARDEV CULVERT,,,177.43,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5538117333333,91.6051327222222
,DHAKA KHATENPASS BRIDGE,,,177.689,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5563212867469,91.6042349698795
,BANAODAB GUPLAR BRIDGE,,,178.144,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5599036621621,91.603326676167
,Dhaka Katpass Bridge,,,178.526,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5632233787234,91.6027597478723
,DHAKA KATPASS BRIDGE,,,178.526,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5632233787234,91.6027597478723
,RATUM PUR (3),,,179.044,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5692888569444,91.6028545361111
,Ratunpur -3 Bridge,,,179.044,,,,,,,,,,,,,,,,,,,,,,N2,B,24.5692888569444,91.6028545361111
,RATUM PUR (2),,,179.631,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5745843558058,91.6013152996533
,Rustompur Bridge,,,180.265,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5795099869426,91.5983351140127
,RUSTOM PUR RCC GIRDER BRIDGE,,,180.265,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5795099869426,91.5983351140127
,batapur,,,180.527,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5816830692307,91.5985958384615
,Batapur Bridge,,,180.762,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5836701316872,91.599277664609
,BATA PUR,,,180.762,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5836701316872,91.599277664609
,anukandi,,,181.082,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5863819365079,91.6001921190476
,ANUKANDI,,,181.333,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5885249897233,91.6009201830039
N2-18,Auskandi (Int.with R240)-Auskandi (Int.with R241),LRP182,527,181.657,LRP186,600,185.77,4.113,338.0,1131.0,391.0,888.0,54.0,964.0,296.0,1058.0,1784.0,325.0,68.0,162.0,33.0,7229.0,263.0,7492.0,7492.0,N2,,,
,AUSKANDI,,,181.705,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5914193656387,91.6016046612334
,AUSKANDI BOX CULVERT,,,182.073,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5941786179054,91.6034229986486
,USUAL NAGER,,,182.48,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5955928681481,91.6068250866666
,USUF NAGAR,,,182.768,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5960083458333,91.6095949041666
,Minazpur Bridge,,,183.481,,,,,,,,,,,,,,,,,,,,,,N2,A,24.5998860326271,91.6147355582627
,MIRAZPUR,,,183.883,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6028647873156,91.6165726634218
,MIRAZPUR 1,,,184.004,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6037571176991,91.6174350115044
,LALALPUR BOX CULVERT,,,184.404,,,,,,,,,,,,,,,,,,,,,,N2,B,24.6062625912698,91.6203718825396
,JALALPUR,,,185.04,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6097583136738,91.6253431018121
,SYADPUR,,,185.178,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6104969111111,91.6264180296296
,SOYECDPUR,,,185.396,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6115823221198,91.6281579354838
N2-19,Auskandi (Int.with R241)-Sherpur (Int.with N207),LRP186,600,185.77,LRP191,672,190.892,5.122,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2,,,
,Umarpur Bridge,,,185.981,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6134489603305,91.6333000688705
,Umarpur Bridge,,,185.981,,,,,,,,,,,,,,,,,,,,,,N2,B,24.6134489603305,91.6333000688705
,Chaar Nopul,,,186.959,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6129601403448,91.6428255248275
,Chaar Nopul Bridge,,,186.959,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6129601403448,91.6428255248275
,PATUA ADARSHAW BOX CULVERT,,,187.715,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6140745760432,91.6500632007727
,Aminnagar Bridge,,,188.64,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6165611634751,91.6587526595744
,Aminnagar Bridge,,,188.64,,,,,,,,,,,,,,,,,,,,,,N2,B,24.6165611634751,91.6587526595744
,GRAM SHERPUR BRIDGE,,,189.984,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6233028570786,91.6693503512359
,Gram Sherpur Bridge,,,189.984,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6233028570786,91.6693503512359
,SHERPWR BOX CULVERT,,,190.384,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6248020161764,91.6728787911764
N2-20,Sherpur (Int.with N207)-Tajpur(Int.with Z2022),LRP191,672,190.892,LRP205,750,205.083,14.191,321.0,669.0,504.0,961.0,36.0,911.0,183.0,621.0,1932.0,386.0,197.0,353.0,6.0,6524.0,556.0,7080.0,7080.0,N2,,,
,SHER PUR,,,191.19,,,,,,,,,,,,,,,,,,,,,,N2,C,24.6288681188679,91.6784364069182
,Sherpur Bridge,,,191.19,,,,,,,,,,,,,,,,,,,,,,N2,D,24.6288681188679,91.6784364069182
,SHALIPUR BRIDGE,,,193.092,,,,,,,,,,,,,,,,,,,,,,N2,C,24.6415227408637,91.6903787815061
,Shadipur Bridge,,,193.092,,,,,,,,,,,,,,,,,,,,,,N2,D,24.6415227408637,91.6903787815061
,Katen Bridge,,,194.173,,,,,,,,,,,,,,,,,,,,,,N2,A,24.648407840904,91.6977646660419
,KATEN BRIDGE,,,194.173,,,,,,,,,,,,,,,,,,,,,,N2,A,24.648407840904,91.6977646660419
,BAGUMPUR,,,195.516,,,,,,,,,,,,,,,,,,,,,,N2,A,24.656635385,91.70714688125
,FIRUSPUR PC GIDER BRIDGE,,,196.333,,,,,,,,,,,,,,,,,,,,,,N2,A,24.662780118644,91.7113457974576
,Firozpur Bridge,,,196.333,,,,,,,,,,,,,,,,,,,,,,N2,C,24.662780118644,91.7113457974576
,Onish Mill Bridge,,,197.284,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6706609685434,91.7150836848225
,ONISH MILL,,,197.284,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6706609685434,91.7150836848225
,FASTAM BOX CUL,,,198.215,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6772225292307,91.7206583672527
,Narkila Bridge,,,198.558,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6795501243161,91.7225590851063
,NARKILA BRIDGE,,,198.558,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6795501243161,91.7225590851063
,SASHARGAT BRIDGE,,,198.883,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6822022946488,91.7236054080267
,BROMMON GRAM,,,199.288,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6859501977011,91.7242745666666
,Brommon Gram Bridge,,,199.288,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6859501977011,91.7242745666666
,BRAMMOR GRANON,,,199.555,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6882736330578,91.7246218198347
,BRAMMOR GRAME BOX CULVERT,,,200.162,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6935754,91.7258301636363
,BRAMMONGRAM BOX CULVERT,,,200.531,,,,,,,,,,,,,,,,,,,,,,N2,A,24.6967371740875,91.7268997967153
,GOYALA BAZAR,,,201.261,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7027914109439,91.7295576326949
,GOYNAGAT BOXCULVERT,,,202.412,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7097024171428,91.738036475238
,TAJPUR BAZAR BOX,,,204.534,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7227593736585,91.7528962439024
N2-21,Tajpur(Int.with Z2022)-Rashidpur(Int.with Z2016),LRP205,750,205.083,LRP216,414,215.832,10.749,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2,,,
,CHANDPUR BOX CULVERT,,,205.618,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7285208517241,91.7615312862068
,SIMMANPUR BOX CULVERT,,,206.324,,,,,,,,,,,,,,,,,,,,,,N2,A,24.732333847826,91.7670452086956
,KASIKAPON BOX CULVERT,,,206.778,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7351007684575,91.770308831889
,MOHAMMAD PUR CULVERT,,,208.023,,,,,,,,,,,,,,,,,,,,,,N2,A,24.74391392,91.7769755514285
,DAYA MIR BOX CULVERT,,,209.092,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7526231378378,91.7814715783783
,DAYAMIR BOX CULVERT,,,210.06,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7609523557863,91.783856277448
,SONARGOUR BOX CULVERT,,,210.696,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7666903148672,91.7832041683185
,SOWEAGOAN BOX CULVERT,,,210.966,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7690868044943,91.7829226220224
,FURRA BAZAR CULVERT,,,212.057,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7788268613259,91.7839060475138
,KURRA BAZR BOX CULVERT,,,212.779,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7850107866666,91.78514968
,KURRZ BAZAR BOX CULVERT,,,213.343,,,,,,,,,,,,,,,,,,,,,,N2,A,24.789298916129,91.7878536193548
,AHAMAD NAGAR CULVERT,,,213.668,,,,,,,,,,,,,,,,,,,,,,N2,A,24.7917960135922,91.7891350679611
,NAZIR BAZAR,,,214.179,,,,,,,,,,,,,,,,,,,,,,N2,C,24.7963586838095,91.7895549352381
,KUTUB PUR BOX CULVERT,,,215.225,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8056164772946,91.7907001164251
,ROSID PUR,,,215.486,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8077053683333,91.7913065666666
N2-22,Rashidpur(Int.with Z2016)-Int.with R283,LRP216,414,215.832,LRP224,571,224.044,8.212,198.0,1089.0,529.0,1163.0,412.0,1183.0,455.0,991.0,3948.0,846.0,329.0,546.0,0.0,10814.0,875.0,11689.0,11689.0,N2,,,
,ROSID PUR BOX CULVERT,,,216.032,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8118056,91.7924163
,LALA BAZAR START,,,218.661,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8267532138107,91.8130337410486
,LALA BAZAR,,,219.998,,,,,,,,,,,,,,,,,,,,,,N2,B,24.836285,91.820322590909
,Lala Bazar Bridge,,,219.998,,,,,,,,,,,,,,,,,,,,,,N2,B,24.836285,91.820322590909
,LALA BAZAR,,,220.476,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8403764712074,91.821767695356
,LALA BAZAR,,,221.457,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8484997,91.8255271
,LALA BAZAR,,,222.009,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8515227408602,91.8295664935484
,KETLIL CULVERT,,,223.207,,,,,,,,,,,,,,,,,,,,,,N2,A,24.858334828421,91.8383490852631
,KETLI 2 CULVERT,,,223.512,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8592015054545,91.8411284781818
N2-23,Int.with R283-Chandipole (Int.with Z2013),LRP224,571,224.044,LRP225,900,225.373,1.329,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2,,,
,Teli Bazar Bridge,,,224.112,,,,,,,,,,,,,,,,,,,,,,N2,A,24.86088336,91.84667744
,BALIADIKONE CULVERT,,,224.705,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8634841801652,91.8518594495867
N2-24,Chandipole (Int.with Z2013)-Mominkhola (Int.with N208),LRP225,900,225.373,LRP226,2264,227.757,2.384,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2,,,
,CHANDRIPUR,,,225.715,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8681134864406,91.8599726838983
,Daudpur,,,225.86,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8684057867647,91.8613151441176
,FIRUS PUR 1,,,226.077,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8692639999999,91.8631159935999
,FIRUSPUR (2),,,226.827,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8741126221897,91.8678933810219
,SYHAT RAIL LINE OVER BRIDGE,,,227.581,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8772216,91.8736601789473
,Sylhet Rail Line Over Bridge,,,227.581,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8772216,91.8736601789473
N2-25,Mominkhola (Int.with N208)-Nayarpool(Int.with N206),LRP226,2264,227.757,LRP229,2095,229.888,2.131,83.0,613.0,573.0,441.0,405.0,1002.0,49.0,356.0,3665.0,447.0,367.0,579.0,0.0,7634.0,946.0,8580.0,8580.0,N2,,,
,KADAMTALY CULVERT,,,228.006,,,,,,,,,,,,,,,,,,,,,,N2,A,24.878804890909,91.8772392090909
,SHAHJALAL BRIDGE,,,228.214,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8804188125786,91.8783764886792
,Shahjalal Bridge,,,228.214,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8804188125786,91.8783764886792
,SUCLTY BOX CULVERT,,,229.097,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8875050368421,91.8804856543859
,SUB CITY BOX CULVERT,,,229.208,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8884239319112,91.8801072240614
,NAYER POLL BOX CULVERT,,,229.791,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8928733361774,91.8782556518771
N2-26,Nayarpool(Int.with N206)-Int. with N210,LRP229,2095,229.888,LRP238,1040,237.923,8.035,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2,,,
,MIRA BAZAR CULVERT,,,230.158,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8950870496503,91.8800680979021
,MIRA BAZAR BOX CULVERT,,,230.37,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8952917580645,91.8820476903225
,MIRA BAZAR BOX CULVERT,,,230.621,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8953549587548,91.8845366813229
,FORHADKHA POLL BOX CULVERT,,,230.925,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8952127506849,91.8876442273972
,TILA GOR BOX CULVERT,,,232.0,,,,,,,,,,,,,,,,,,,,,,N2,A,24.8951960540689,91.8978414295172
,TILA GOR BOX CULVERT,,,232.717,,,,,,,,,,,,,,,,,,,,,,N2,B,24.8965971215172,91.9038853933793
,ISLAM PUR BOX CULVERT,,,233.869,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9004838676142,91.9141317310659
,CHAMILI BAG BOX CULVERT,,,234.469,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9034995254545,91.9192233272727
,HATIM PARA,,,235.123,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9068333,91.9244993
,Hatim Para Bridge,,,235.123,,,,,,,,,,,,,,,,,,,,,,N2,C,24.9068333,91.9244993
,KHASIM RLAQAR,,,235.778,,,,,,,,,,,,,,,,,,,,,,N2,A,24.907088340909,91.9304488272727
,Khadim Nagar Bridge,,,236.582,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9132963487096,91.9367811967741
,KHASDIMNAGAR,,,236.582,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9132963487096,91.9367811967741
,Khadem Nagar Bridge,,,237.465,,,,,,,,,,,,,,,,,,,,,,N2,B,24.9152799929824,91.9479415416666
,BEEIK ALAKA BRIDGE,,,237.465,,,,,,,,,,,,,,,,,,,,,,N2,C,24.9152799929824,91.9479415416666
,KASIM NAGAR,,,237.701,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9158000502617,91.9474589659685
,KHIDIR PUR BOX CULVERT,,,237.913,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9162917,91.949548275
N2-27,Int. with N210-Darbast(Int. with Z2011),LRP238,1040,237.923,LRP263,129,262.122,24.199,466.0,1425.0,360.0,8.0,190.0,1010.0,119.0,337.0,653.0,525.0,139.0,328.0,0.0,5093.0,467.0,5560.0,5560.0,N2,,,
,HATIMA BOX CULVERT,,,238.927,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9198326352941,91.9586813941176
,PORGONA BAZAR BOX CULVERT,,,239.237,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9213004799401,91.9612989961077
,PILOR CHAK BOX CULVERT,,,240.586,,,,,,,,,,,,,,,,,,,,,,N2,B,24.9295749546341,91.9708663039024
,HAGIVILA BOX CULVERT,,,240.801,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9306556166666,91.9726885854166
,BOTESSOR BOX CULVERT,,,241.568,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9343602183673,91.9792028897959
,PULI BOX CULVERT,,,242.155,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9368928547788,91.9842870291012
,BOTESSOR BOX CULVERT,,,242.857,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9390802233333,91.9907690666666
,THAKURRAMATI BOX CULVERT,,,244.613,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9489321688073,92.0036719862385
,THAKURAMATI BOX CULVERT,,,245.126,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9519106109204,92.0074059307332
,SHIK NAGAR,,,245.766,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9565431252873,92.0110380172413
,KHAN BAGAN,,,246.91,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9632171586933,92.0188172012644
,PANI CHARA,,,247.466,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9644971973634,92.0240449506591
,OMON PUR,,,248.788,,,,,,,,,,,,,,,,,,,,,,N2,A,24.972570427972,92.0327027454545
,OMON PUR,,,249.122,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9749405475138,92.0346165762431
,HORIPUR,,,250.104,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9832139243421,92.0378282486842
,HORIPUR,,,250.992,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9895894535353,92.0422564333333
,Haripur Bridge,,,250.992,,,,,,,,,,,,,,,,,,,,,,N2,A,24.9895894535353,92.0422564333333
,Korish Bridge,,,252.528,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0015666421903,92.0479688080789
,KORISH TRUSS WITH RCC SLAB,,,252.528,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0015666421903,92.0479688080789
,SALI RCC GIDER BRIDGE,,,254.476,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0141111,92.0612778
,Sali Bridge,,,254.476,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0141111,92.0612778
,GOYALI RCC GIDER BRIDGE,,,256.463,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0290827,92.0718327
,Goyali Bridge,,,256.463,,,,,,,,,,,,,,,,,,,,,,N2,C,25.0290827,92.0718327
,DAMRI RCC GIDER BRIDGE,,,257.959,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0372252050968,92.0833473986748
,Damri Bridge,,,257.959,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0372252050968,92.0833473986748
,DIGIR PAR,,,259.695,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0477883214484,92.0958326793871
,DAMA BOX CULVERT,,,260.511,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0529755195804,92.1015661610722
,SRIKAL BOX CULVERT,,,260.835,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0550106020979,92.1037795946387
,borbos bazer,,,261.303,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0586850830769,92.106074796923
N2-28,Darbast(Int. with Z2011)-Tamabil(Int.with N212),LRP263,129,262.122,LRP282,1155,282.098,19.976,453.0,1322.0,435.0,7.0,269.0,910.0,131.0,335.0,874.0,372.0,203.0,356.0,0.0,5108.0,559.0,5667.0,5667.0,N2,,,
,borbos bazer,,,262.383,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0675549,92.1106389
,Darbast Bazar Bridge,,,262.383,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0675549,92.1106389
,DORPOS SUBMARCH,,,263.432,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0766582960199,92.1135224439801
,Sari Ghat Bridge,,,264.149,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0828494919753,92.1154439123456
,SARI GHAT,,,264.149,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0828494919753,92.1154439123456
,SARIGHUT BRIDGE,,,265.207,,,,,,,,,,,,,,,,,,,,,,N2,A,25.0918993080851,92.1178653685106
,Sari Ghat Bridge,,,265.207,,,,,,,,,,,,,,,,,,,,,,N2,B,25.0918993080851,92.1178653685106
,Eraboty Bridge,,,266.429,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1029213910714,92.1184266866071
,ERABOTY,,,266.429,,,,,,,,,,,,,,,,,,,,,,N2,B,25.1029213910714,92.1184266866071
,SUBMARGE CULVERT,,,267.009,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1081533094059,92.1187541410891
,Boro Gung Bridge,,,268.95,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1249710101538,92.116456976
,BORO GUNG STEEL BEAM AND RCC SLAB,,,268.95,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1249710101538,92.116456976
,LAMAPARA BRIGE,,,269.648,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1294521534883,92.1194551408637
,Lamapara Bridge,,,269.648,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1294521534883,92.1194551408637
,Chuna Hati Bridge,,,269.889,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1313478931506,92.1201892168949
,chuna hati,,,269.889,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1313478931506,92.1201892168949
,Ching Gil Bridge,,,270.772,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1380087150862,92.1200254556034
,CHING GIL STEEL BEAM AND RCC SLAB,,,270.772,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1380087150862,92.1200254556034
,Mukterpur Bridge,,,271.066,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1403573876923,92.1197852261538
,MUKTTAR PUR RCC GIDER BRIDGE,,,271.066,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1403573876923,92.1197852261538
,Bilay More Bridge,,,272.5,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1489450385852,92.1131659401929
,BILAY MORE STEEL BEAM AND RCC SLAB,,,272.5,,,,,,,,,,,,,,,,,,,,,,N2,B,25.1489450385852,92.1131659401929
,RANG PANI STEEL BEAM AND RCC SLAB,,,272.983,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1519097416666,92.1089375
,Rang Pani Bridge,,,272.983,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1519097416666,92.1089375
,Rang Pasi Bridge,,,273.192,,,,,,,,,,,,,,,,,,,,,,N2,A,25.153291990625,92.10774235
,RANG PASI,,,273.192,,,,,,,,,,,,,,,,,,,,,,N2,A,25.153291990625,92.10774235
,RANG PASI,,,273.394,,,,,,,,,,,,,,,,,,,,,,N2,B,25.1543902117647,92.1061712636363
,Rang Pasi Bridge,,,273.394,,,,,,,,,,,,,,,,,,,,,,N2,C,25.1543902117647,92.1061712636363
,Bangla Bazar Bridge,,,274.13,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1585738257142,92.1006246171428
,BANGLA BAZAR,,,274.13,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1585738257142,92.1006246171428
,Bangla Bazar Bridge,,,274.13,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1585738257142,92.1006246171428
,ASUM BAZAR,,,274.882,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1640035167173,92.0963799218845
,Asum Bazar Bridge,,,274.882,,,,,,,,,,,,,,,,,,,,,,N2,B,25.1640035167173,92.0963799218845
,Noljuri Bridge,,,279.76,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1774750914317,92.0565114738444
,NOLJURI,,,279.76,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1774750914317,92.0565114738444
,NOLJURI,,,279.957,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1766924977528,92.0548542224719
,Noljuri Bridge,,,279.957,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1766924977528,92.0548542224719
,.,,,281.84,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1805371036,92.0373825433
N2-29,Tamabil(Int.with N212)-Jaflong,LRP282,1155,282.098,LRP287,578,286.516,4.418,462.0,1142.0,427.0,17.0,264.0,817.0,131.0,318.0,753.0,412.0,186.0,311.0,0.0,4743.0,497.0,5240.0,5240.0,N2,,,
,.,,,282.27,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1800310711304,92.0341771369565
,.,,,282.36,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1798028154782,92.0335532021739
,.,,,282.88,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1784840050434,92.0299482456521
,.,,,283.11,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1779677792968,92.0283203398437
,.,,,283.69,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1756381878378,92.0272605002252
,.,,,284.01,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1738720003125,92.0243239025
,.,,,284.46,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1719930100278,92.0200653771587
,.,,,284.64,,,,,,,,,,,,,,,,,,,,,,N2,A,25.1710493298701,92.0187264584415
N204-1,Jagadishpur-Chunarughat (Int.with Z2008),LRPS,0,0.0,LRP022,5439,25.449,25.449,0.0,176.0,190.0,31.0,38.0,204.0,43.0,92.0,1119.0,378.0,127.0,230.0,0.0,2271.0,357.0,2628.0,2628.0,N204,,,
